text,label
"Buat Ukuran-nya cukup membantu, gak lebih.","Netral"
"Makanan di sini indah tadinya!","Positif"
"Buat Pelayanan-nya masih oke, gak lebih.","Netral"
"Warna di sini bikin nagih sumpah!","Positif"
"Game parah benar-benar, kecewa.","Negatif"
"sumpah Koneksi-nya juara.","Positif"
"Gak nyangka Pelayanan-nya bakal palsu gini.","Negatif"
"pastinya Baterai-nya juara.","Positif"
"Printer perlu ditingkatkan sih menurutku.","Netral"
"Gak nyangka Monitor-nya bakal mahal gini.","Negatif"
"Buat Mouse-nya sesuai deskripsi, gak lebih.","Netral"
"Warna di sini ramah awalnya!","Positif"
"Buat Tombol-nya bisa dimaklumi, gak lebih.","Netral"
"Gak nyangka Pengiriman-nya bakal kotor gini.","Negatif"
"tadinya Loading-nya responsif.","Positif"
"rupanya Celana-nya worth it.","Positif"
"sungguh Pelayanan-nya terbaik.","Positif"
"Kualitas berisik tadinya, kecewa.","Negatif"
"Produk seperti biasa sih menurutku.","Netral"
"Fitur kotor awalnya, kecewa.","Negatif"
"Gak nyangka Pengiriman-nya bakal cacat gini.","Negatif"
"Buat Kualitas-nya lumayan, gak lebih.","Netral"
"Mouse bisa dimaklumi sih menurutku.","Netral"
"Pelayanan di sini juara awalnya!","Positif"
"Gak nyangka Loading-nya bakal kotor gini.","Negatif"
"Ukuran seperti biasa sih menurutku.","Netral"
"pokoknya Buku-nya recommended.","Positif"
"Gak nyangka Baterai-nya bakal lelet gini.","Negatif"
"sungguh Pengiriman-nya luar biasa.","Positif"
"Buat Staff-nya sedang-sedang saja, gak lebih.","Netral"
"Buat Ukuran-nya standar pabrik, gak lebih.","Netral"
"Mouse perlu ditingkatkan sih menurutku.","Netral"
"Pelayanan buruk sekali pastinya, kecewa.","Negatif"
"Interface standar pabrik sih menurutku.","Netral"
"dijamin Jam tangan-nya keren banget.","Positif"
"Fitur di sini sangat memuaskan rupanya!","Positif"
"Gak nyangka Aplikasi-nya bakal lambat gini.","Negatif"
"Pelayanan cukup membantu sih menurutku.","Netral"
"Desain sangat mengecewakan rupanya, kecewa.","Negatif"
"Tablet berisik pokoknya, kecewa.","Negatif"
"Interface di sini luar biasa tadinya!","Positif"
"Pengiriman tidak sesuai pastinya, kecewa.","Negatif"
"Buat Warna-nya sesuai deskripsi, gak lebih.","Netral"
"Printer standar pabrik sih menurutku.","Netral"
"Buat Tombol-nya cukup membantu, gak lebih.","Netral"
"Gak nyangka Baterai-nya bakal tidak layak gini.","Negatif"
"Mouse di sini sangat memuaskan dijamin!","Positif"
"Interface di sini mudah digunakan pokoknya!","Positif"
"sekali Mouse-nya worth it.","Positif"
"Gak nyangka Game-nya bakal mahal gini.","Negatif"
"sungguh Jam tangan-nya indah.","Positif"
"ternyata Musik-nya indah.","Positif"
"Game di sini elegan ternyata!","Positif"
"Ukuran palsu sumpah, kecewa.","Negatif"
"ternyata Game-nya mudah digunakan.","Positif"
"Buat Baju-nya cukup baik, gak lebih.","Netral"
"Admin di sini recommended memang!","Positif"
"Celana kotor jelas, kecewa.","Negatif"
"Buat Hotel-nya cukup nyaman, gak lebih.","Netral"
"ternyata Produk-nya nyaman.","Positif"
"Buat Suasana-nya cukup lengkap, gak lebih.","Netral"
"sumpah Baju-nya mudah digunakan.","Positif"
"Gak nyangka Tempat-nya bakal gagal gini.","Negatif"
"Buat Kamera-nya cukup aman, gak lebih.","Netral"
"Supir jelek akhirnya, kecewa.","Negatif"
"Buat Film-nya not bad, gak lebih.","Netral"
"Parkiran di sini mudah digunakan sungguh!","Positif"
"Buat Sinyal-nya cukup aman, gak lebih.","Netral"
"Gak nyangka Warna-nya bakal kasar gini.","Negatif"
"Celana sedang-sedang saja sih menurutku.","Netral"
"Tiket di sini luar biasa akhirnya!","Positif"
"Kasur di sini terawat tentu!","Positif"
"Kamar mandi cukup memadai sih menurutku.","Netral"
"tentu Parkiran-nya elegan.","Positif"
"Buat Wifi-nya cukup bersih, gak lebih.","Netral"
"Buat Website-nya cukup dingin, gak lebih.","Netral"
"Buat Sinyal-nya cukup, gak lebih.","Netral"
"Parkiran di sini sangat memuaskan pastinya!","Positif"
"Buat Selimut-nya tidak ada yang spesial, gak lebih.","Netral"
"Gak nyangka Kulkas-nya bakal kampungan gini.","Negatif"
"Koneksi di sini terawat sungguh!","Positif"
"Bantal normal sih menurutku.","Netral"
"Monitor di sini rapi sekali!","Positif"
"Suasana di sini eksklusif nyata!","Positif"
"Kasur di sini unik yakin!","Positif"
"Taman di sini harum jelas!","Positif"
"Gak nyangka Mouse-nya bakal penipuan gini.","Negatif"
"Taman jadul tentu, kecewa.","Negatif"
"Buat Jendela-nya masih oke, gak lebih.","Netral"
"Kolam masih oke sih menurutku.","Netral"
"Gak nyangka Pintu-nya bakal berantakan gini.","Negatif"
"Buat Antrian-nya normal, gak lebih.","Netral"
"Sabun sesuai harga sih menurutku.","Netral"
"Gak nyangka Laptop-nya bakal tidak sesuai gini.","Negatif"
"Gak nyangka Wifi-nya bakal rusak gini.","Negatif"
"Pelayanan kotor banget, kecewa.","Negatif"
"Buat Desain-nya cukup luas, gak lebih.","Netral"
"Buat Kamera-nya standar pabrik, gak lebih.","Netral"
"Buat Antrian-nya cukup dingin, gak lebih.","Netral"
"Buat Laptop-nya cukup bersih, gak lebih.","Netral"
"rupanya Minuman-nya higienis.","Positif"
"awalnya Bensin-nya higienis.","Positif"
"Buat Guling-nya sesuai harga, gak lebih.","Netral"
"memang Sprei-nya lega.","Positif"
"Buat Scanner-nya standar pabrik, gak lebih.","Netral"
"Buat Parkir-nya cukup membantu, gak lebih.","Netral"
"Gak nyangka Kasir-nya bakal bikin emosi gini.","Negatif"
"Scanner cukup ramah sih menurutku.","Netral"
"Sinyal lelet rupanya, kecewa.","Negatif"
"Buat Suasana-nya cukup membantu, gak lebih.","Netral"
"Baju parah yakin, kecewa.","Negatif"
"Buat Handuk-nya agak kurang, gak lebih.","Netral"
"Pintu parah banget, kecewa.","Negatif"
"AC di sini eksklusif yakin!","Positif"
"Spa di sini bersih yakin!","Positif"
"Gak nyangka Odol-nya bakal panas gini.","Negatif"
"Tombol membosankan benar-benar, kecewa.","Negatif"
"Suasana di sini inovatif benar-benar!","Positif"
"sekali Scanner-nya elegan.","Positif"
"serius Sikat gigi-nya patut dicoba.","Positif"
"Kualitas di sini indah jujur!","Positif"
"jelas Bantal-nya luas.","Positif"
"Kasur hancur pastinya, kecewa.","Negatif"
"Buat Odol-nya cukup bersih, gak lebih.","Netral"
"Kursi lambat jujur, kecewa.","Negatif"
"Sinyal standar pabrik sih menurutku.","Netral"
"Buat Tempat-nya cukup nyaman, gak lebih.","Netral"
"Koneksi lumayan sih menurutku.","Netral"
"Tablet cukup aman sih menurutku.","Netral"
"Film cukup ramah sih menurutku.","Netral"
"Toilet cukup cepat sih menurutku.","Netral"
"Buat Pelayan-nya normal, gak lebih.","Netral"
"Gak nyangka Makanan-nya bakal membingungkan gini.","Negatif"
"Buat Kipas-nya cukup lengkap, gak lebih.","Netral"
"Gak nyangka Bensin-nya bakal jelek gini.","Negatif"
"Keyboard buruk sekali pokoknya, kecewa.","Negatif"
"Staff di sini recommended pokoknya!","Positif"
"Sinyal di sini nyaman asli!","Positif"
"Gak nyangka Koki-nya bakal bikin emosi gini.","Negatif"
"AC di sini rapi banget!","Positif"
"Mouse panas sungguh, kecewa.","Negatif"
"Tiket cukup ramah sih menurutku.","Netral"
"Gak nyangka Lift-nya bakal usang gini.","Negatif"
"Buat Guling-nya tidak ada yang spesial, gak lebih.","Netral"
"Sikat gigi cukup cepat sih menurutku.","Netral"
"pokoknya Warna-nya higienis.","Positif"
"Gak nyangka Selimut-nya bakal kotor gini.","Negatif"
"Website cukup bersih sih menurutku.","Netral"
"Kualitas susah sekali, kecewa.","Negatif"
"Laptop standar pabrik sih menurutku.","Netral"
"ternyata Parkir-nya oke punya.","Positif"
"Buat Produk-nya normal, gak lebih.","Netral"
"Antrian berdebu sungguh, kecewa.","Negatif"
"Gak nyangka Admin-nya bakal buruk sekali gini.","Negatif"
"Sinyal di sini steril awalnya!","Positif"
"Pelayan tidak layak tadinya, kecewa.","Negatif"
"Film gagal jelas, kecewa.","Negatif"
"Keyboard cukup luas sih menurutku.","Netral"
"Security cukup cepat sih menurutku.","Netral"
"Buat Pengiriman-nya cukup responsif, gak lebih.","Netral"
"Hotel di sini patut dicoba ternyata!","Positif"
"Admin di sini nyaman sungguh!","Positif"
"Buat Gas-nya cukup ramah, gak lebih.","Netral"
"Gak nyangka Lift-nya bakal penipuan gini.","Negatif"
"AC cukup aman sih menurutku.","Netral"
"tadinya Admin-nya keren banget.","Positif"
"dijamin Sepatu-nya responsif.","Positif"
"Buat Lift-nya not bad, gak lebih.","Netral"
"Lantai di sini lega awalnya!","Positif"
"Buat Loading-nya sedang-sedang saja, gak lebih.","Netral"
"Bensin lumayan sih menurutku.","Netral"
"Buat Scanner-nya terlalu biasa, gak lebih.","Netral"
"Buat Harga-nya terlalu biasa, gak lebih.","Netral"
"Toilet agak kurang sih menurutku.","Netral"
"yakin Bahan-nya eksklusif.","Positif"
"Atap cukup sih menurutku.","Netral"
"yakin Sepatu-nya unik.","Positif"
"nyata TV-nya unik.","Positif"
"Loading menjijikkan asli, kecewa.","Negatif"
"Resepsionis norak serius, kecewa.","Negatif"
"Parkir di sini higienis jelas!","Positif"
"Makanan susah jelas, kecewa.","Negatif"
"Selimut alay beneran, kecewa.","Negatif"
"Buat Warna-nya sedang-sedang saja, gak lebih.","Netral"
"Kuota di sini luar biasa rupanya!","Positif"
"Pulsa normal sih menurutku.","Netral"
"Kolam cukup tenang sih menurutku.","Netral"
"Buat Resepsionis-nya cukup nyaman, gak lebih.","Netral"
"Tas di sini tenang dijamin!","Positif"
"Buku cukup membantu sih menurutku.","Netral"
"rupanya Atap-nya patut dicoba.","Positif"
"Gak nyangka Handuk-nya bakal menjijikkan gini.","Negatif"
"Koki di sini sejuk akhirnya!","Positif"
"yakin Toilet-nya cepat.","Positif"
"tentu Tombol-nya lega.","Positif"
"Harga berdebu ternyata, kecewa.","Negatif"
"Produk tidak sesuai beneran, kecewa.","Negatif"
"Gak nyangka Monitor-nya bakal ribet gini.","Negatif"
"serius Parkir-nya kreatif.","Positif"
"awalnya Tiket-nya responsif.","Positif"
"Lemari di sini recommended dijamin!","Positif"
"Gak nyangka Toilet-nya bakal penipuan gini.","Negatif"
"Buat Monitor-nya masih oke, gak lebih.","Netral"
"Buat Produk-nya cukup responsif, gak lebih.","Netral"
"Sprei di sini canggih yakin!","Positif"
"Remote di sini steril memang!","Positif"
"akhirnya Sinyal-nya mantap.","Positif"
"TV berisik tentu, kecewa.","Negatif"
"Hotel di sini instagramable memang!","Positif"
"Buat Harga-nya cukup bersih, gak lebih.","Netral"
"Gak nyangka Game-nya bakal membingungkan gini.","Negatif"
"Gak nyangka Celana-nya bakal susah gini.","Negatif"
"banget Wastafel-nya luar biasa.","Positif"
"Gak nyangka HP-nya bakal lelet gini.","Negatif"
"AC cukup memadai sih menurutku.","Netral"
"Gak nyangka Kipas-nya bakal pengap gini.","Negatif"
"Tombol berkarat akhirnya, kecewa.","Negatif"
"pokoknya Sinyal-nya higienis.","Positif"
"Gak nyangka Pengiriman-nya bakal alay gini.","Negatif"
"Printer lebay tadinya, kecewa.","Negatif"
"Buat Tombol-nya cukup responsif, gak lebih.","Netral"
"Gak nyangka Lift-nya bakal pengap gini.","Negatif"
"Buat Mouse-nya cukup lengkap, gak lebih.","Netral"
"Admin sangat mengecewakan banget, kecewa.","Negatif"
"AC di sini recommended banget!","Positif"
"Kuota cukup nyaman sih menurutku.","Netral"
"Buat Air-nya cukup, gak lebih.","Netral"
"Ukuran jelek pokoknya, kecewa.","Negatif"
"Buat Gym-nya seperti biasa, gak lebih.","Netral"
"Buat Air-nya cukup bersih, gak lebih.","Netral"
"Kipas di sini patut dicoba ternyata!","Positif"
"tadinya Celana-nya juara.","Positif"
"Gak nyangka Admin-nya bakal alay gini.","Negatif"
"Kualitas mahal pokoknya, kecewa.","Negatif"
"Kuota sesuai deskripsi sih menurutku.","Netral"
"Tombol di sini eksklusif sekali!","Positif"
"Antrian di sini inovatif ternyata!","Positif"
"Buat Kamar mandi-nya cukup responsif, gak lebih.","Netral"
"Gak nyangka Website-nya bakal hancur gini.","Negatif"
"Fitur cukup nyaman sih menurutku.","Netral"
"Gak nyangka Mouse-nya bakal alay gini.","Negatif"
"Buat Lift-nya terlalu biasa, gak lebih.","Netral"
"Tangga mahal serius, kecewa.","Negatif"
"sekali Suasana-nya juara.","Positif"
"Aplikasi standar pabrik sih menurutku.","Netral"
"Produk membosankan banget, kecewa.","Negatif"
"Sikat gigi berdebu pasti, kecewa.","Negatif"
"Baju di sini rapi akhirnya!","Positif"
"Wifi di sini oke punya pasti!","Positif"
"Satpam di sini rapi tentu!","Positif"
"serius Koneksi-nya patut dicoba.","Positif"
"Keyboard di sini luas asli!","Positif"
"Ukuran kusam rupanya, kecewa.","Negatif"
"Buat Baju-nya not bad, gak lebih.","Netral"
"Tempat cukup dingin sih menurutku.","Netral"
"Jam tangan buruk sekali banget, kecewa.","Negatif"
"akhirnya Headset-nya sangat membantu.","Positif"
"Tempat sesuai deskripsi sih menurutku.","Netral"
"Warna kasar ternyata, kecewa.","Negatif"
"Sikat gigi di sini higienis serius!","Positif"
"Listrik cukup luas sih menurutku.","Netral"
"Koki average sih menurutku.","Netral"
"dijamin Resepsionis-nya terbaik.","Positif"
"Baju cukup luas sih menurutku.","Netral"
"Gak nyangka Scanner-nya bakal tidak sesuai gini.","Negatif"
"Tangga tidak ada yang spesial sih menurutku.","Netral"
"Parkiran tidak layak pokoknya, kecewa.","Negatif"
"dijamin Air-nya juara.","Positif"
"Gak nyangka Toilet-nya bakal usang gini.","Negatif"
"Gak nyangka Spa-nya bakal gagal gini.","Negatif"
"Kolam di sini modern yakin!","Positif"
"Gak nyangka Kuota-nya bakal menjijikkan gini.","Negatif"
"Pelayan di sini kreatif rupanya!","Positif"
"Buat Baterai-nya tidak ada yang spesial, gak lebih.","Netral"
"Buat Bahan-nya biasa saja, gak lebih.","Netral"
"jujur Tablet-nya tenang.","Positif"
"yakin Monitor-nya higienis.","Positif"
"Buat Lemari-nya cukup luas, gak lebih.","Netral"
"Buat Pelayan-nya cukup, gak lebih.","Netral"
"Gak nyangka Hotel-nya bakal bikin emosi gini.","Negatif"
"Buat Kursi-nya cukup dingin, gak lebih.","Netral"
"Fitur bau pokoknya, kecewa.","Negatif"
"Sinyal cukup bersih sih menurutku.","Netral"
"Buat Shower-nya cukup ramah, gak lebih.","Netral"
"Gak nyangka Sabun-nya bakal lelet gini.","Negatif"
"Baterai cukup terang sih menurutku.","Netral"
"Koki gagal tadinya, kecewa.","Negatif"
"Buat Admin-nya cukup memadai, gak lebih.","Netral"
"Koneksi terlalu biasa sih menurutku.","Netral"
"Gak nyangka Produk-nya bakal norak gini.","Negatif"
"Gak nyangka Kasur-nya bakal berdebu gini.","Negatif"
"Satpam di sini luas akhirnya!","Positif"
"tentu Baju-nya tenang.","Positif"
"banget Kamar-nya tenang.","Positif"
"Kulkas aneh banget, kecewa.","Negatif"
"asli Warna-nya mudah digunakan.","Positif"
"Gak nyangka Sampo-nya bakal buruk sekali gini.","Negatif"
"Buat Atap-nya normal, gak lebih.","Netral"
"Wifi di sini inovatif pastinya!","Positif"
"beneran Hotel-nya sangat memuaskan.","Positif"
"Tiket cukup lengkap sih menurutku.","Netral"
"Pelayan usang sungguh, kecewa.","Negatif"
"pastinya Desain-nya premium.","Positif"
"Kulkas di sini nyaman benar-benar!","Positif"
"Buat Ukuran-nya biasa saja, gak lebih.","Netral"
"ternyata Kamera-nya berkelas.","Positif"
"Kuota cukup memadai sih menurutku.","Netral"
"serius Makanan-nya terbaik.","Positif"
"Dinding cukup lengkap sih menurutku.","Netral"
"Scanner terlalu biasa sih menurutku.","Netral"
"Gak nyangka Kamera-nya bakal kusam gini.","Negatif"
"Sabun di sini ramah pastinya!","Positif"
"Gak nyangka Tempat-nya bakal palsu gini.","Negatif"
"Sampo di sini steril pastinya!","Positif"
"Sprei alay pastinya, kecewa.","Negatif"
"pasti Resepsionis-nya luas.","Positif"
"Resepsionis kasar benar-benar, kecewa.","Negatif"
"Gak nyangka Pelayanan-nya bakal buruk sekali gini.","Negatif"
"Warna di sini berkelas jujur!","Positif"
"Lantai membosankan nyata, kecewa.","Negatif"
"Buku cukup terang sih menurutku.","Netral"
"Wifi di sini aman yakin!","Positif"
"Gak nyangka Supir-nya bakal kasar gini.","Negatif"
"Lantai di sini harum banget!","Positif"
"Gak nyangka Kipas-nya bakal aneh gini.","Negatif"
"Toilet sangat mengecewakan benar-benar, kecewa.","Negatif"
"akhirnya Tombol-nya estetik.","Positif"
"Shower di sini patut dicoba pastinya!","Positif"
"tentu Kamera-nya aman.","Positif"
"memang Warna-nya canggih.","Positif"
"Headset buruk sekali dijamin, kecewa.","Negatif"
"Mouse di sini terawat sekali!","Positif"
"Printer biasa saja sih menurutku.","Netral"
"Buat Ukuran-nya cukup dingin, gak lebih.","Netral"
"jujur Buku-nya tertata.","Positif"
"Selimut di sini tenang ternyata!","Positif"
"akhirnya Security-nya mewah.","Positif"
"Buat Supir-nya cukup dingin, gak lebih.","Netral"
"Buat Sprei-nya cukup ramah, gak lebih.","Netral"
"Scanner seperti biasa sih menurutku.","Netral"
"Parkiran di sini canggih memang!","Positif"
"Lemari cukup aman sih menurutku.","Netral"
"rupanya Interface-nya ramah.","Positif"
"Gak nyangka Printer-nya bakal buruk sekali gini.","Negatif"
"Buat Baju-nya bisa dimaklumi, gak lebih.","Netral"
"Security norak memang, kecewa.","Negatif"
"yakin Security-nya ramah.","Positif"
"Musik kusam memang, kecewa.","Negatif"
"Lantai di sini ramah benar-benar!","Positif"
"Buat Taman-nya perlu ditingkatkan, gak lebih.","Netral"
"Desain cukup membantu sih menurutku.","Netral"
"Sinyal membingungkan ternyata, kecewa.","Negatif"
"Buat Atap-nya cukup luas, gak lebih.","Netral"
"Gak nyangka Website-nya bakal ribet gini.","Negatif"
"Security agak kurang sih menurutku.","Netral"
"Toilet sesuai harga sih menurutku.","Netral"
"ternyata Kuota-nya tertata.","Positif"
"Gak nyangka Atap-nya bakal susah gini.","Negatif"
"Tiket di sini bersih jujur!","Positif"
"Kursi cukup tenang sih menurutku.","Netral"
"Gak nyangka Tempat-nya bakal aneh gini.","Negatif"
"Musik bisa dimaklumi sih menurutku.","Netral"
"Produk di sini canggih awalnya!","Positif"
"Scanner cukup ramah sih menurutku.","Netral"
"Kursi kotor sumpah, kecewa.","Negatif"
"Buat Film-nya terlalu biasa, gak lebih.","Netral"
"Baju palsu awalnya, kecewa.","Negatif"
"Gak nyangka Bahan-nya bakal angker gini.","Negatif"
"Sampo membosankan banget, kecewa.","Negatif"
"dijamin Kolam-nya juara.","Positif"
"Meja di sini mantap awalnya!","Positif"
"Film tidak layak sekali, kecewa.","Negatif"
"Buat Kamar mandi-nya not bad, gak lebih.","Netral"
"Jam tangan di sini kreatif sumpah!","Positif"
"Gak nyangka Antrian-nya bakal bau gini.","Negatif"
"Parkiran di sini cepat benar-benar!","Positif"
"awalnya Supir-nya inovatif.","Positif"
"awalnya Tiket-nya estetik.","Positif"
"Film di sini sangat memuaskan memang!","Positif"
"Staff di sini responsif banget!","Positif"
"jujur Handuk-nya mantap.","Positif"
"Kualitas membingungkan asli, kecewa.","Negatif"
"Loading di sini kreatif nyata!","Positif"
"Buat Jendela-nya cukup nyaman, gak lebih.","Netral"
"akhirnya Toilet-nya fotogenik.","Positif"
"pastinya Supir-nya mudah digunakan.","Positif"
"Gak nyangka Koneksi-nya bakal palsu gini.","Negatif"
"banget Parkiran-nya eksklusif.","Positif"
"Buat Website-nya seperti biasa, gak lebih.","Netral"
"Odol di sini patut dicoba ternyata!","Positif"
"Wifi lambat jelas, kecewa.","Negatif"
"Tas cukup bersih sih menurutku.","Netral"
"Bensin cukup tenang sih menurutku.","Netral"
"tentu Pintu-nya eksklusif.","Positif"
"Sampo membingungkan jujur, kecewa.","Negatif"
"Buat Suasana-nya biasa saja, gak lebih.","Netral"
"Buat Kamar mandi-nya cukup responsif, gak lebih.","Netral"
"Headset cukup lengkap sih menurutku.","Netral"
"Sinyal kusam awalnya, kecewa.","Negatif"
"Baju cukup baik sih menurutku.","Netral"
"Gak nyangka Pulsa-nya bakal norak gini.","Negatif"
"Jendela berkarat asli, kecewa.","Negatif"
"Guling di sini nyaman tadinya!","Positif"
"Gak nyangka Makanan-nya bakal bau gini.","Negatif"
"Lift seram awalnya, kecewa.","Negatif"
"ternyata Hotel-nya damai.","Positif"
"Gas di sini sejuk pokoknya!","Positif"
"Fitur di sini steril benar-benar!","Positif"
"Fitur cukup baik sih menurutku.","Netral"
"Kamera di sini premium sekali!","Positif"
"Kasur di sini bersih rupanya!","Positif"
"Game gagal sungguh, kecewa.","Negatif"
"Gak nyangka Wifi-nya bakal pengap gini.","Negatif"
"Gak nyangka Game-nya bakal kuno gini.","Negatif"
"akhirnya Bantal-nya mewah.","Positif"
"Gak nyangka Koki-nya bakal berkarat gini.","Negatif"
"Sepatu di sini patut dicoba sekali!","Positif"
"nyata Jendela-nya responsif.","Positif"
"Sinyal parah yakin, kecewa.","Negatif"
"Jendela di sini tertata sumpah!","Positif"
"Celana mahal dijamin, kecewa.","Negatif"
"Sampo di sini juara yakin!","Positif"
"yakin TV-nya kreatif.","Positif"
"Sprei lambat pasti, kecewa.","Negatif"
"Buat HP-nya perlu ditingkatkan, gak lebih.","Netral"
"Buat Buku-nya terlalu biasa, gak lebih.","Netral"
"jelas HP-nya lega.","Positif"
"nyata Dinding-nya mantap.","Positif"
"awalnya Resepsionis-nya juara.","Positif"
"Koki di sini tertata pastinya!","Positif"
"Guling bisa dimaklumi sih menurutku.","Netral"
"Taman menjijikkan jujur, kecewa.","Negatif"
"Lobby sangat mengecewakan ternyata, kecewa.","Negatif"
"Gak nyangka Wastafel-nya bakal bau gini.","Negatif"
"Supir gagal memang, kecewa.","Negatif"
"benar-benar TV-nya worth it.","Positif"
"Kolam di sini damai ternyata!","Positif"
"Buat Sabun-nya agak kurang, gak lebih.","Netral"
"Buat Harga-nya average, gak lebih.","Netral"
"Baterai sesuai harga sih menurutku.","Netral"
"Loading lelet yakin, kecewa.","Negatif"
"Lantai panas sekali, kecewa.","Negatif"
"Odol sedang-sedang saja sih menurutku.","Netral"
"Wifi membosankan akhirnya, kecewa.","Negatif"
"pastinya Atap-nya juara.","Positif"
"Buat Bahan-nya cukup, gak lebih.","Netral"
"Gak nyangka Security-nya bakal kusam gini.","Negatif"
"Security kuno akhirnya, kecewa.","Negatif"
"Website di sini ramah pokoknya!","Positif"
"Gak nyangka Aplikasi-nya bakal parah gini.","Negatif"
"Warna tidak layak pastinya, kecewa.","Negatif"
"Gak nyangka AC-nya bakal usang gini.","Negatif"
"Gak nyangka Atap-nya bakal aneh gini.","Negatif"
"Keyboard cukup sih menurutku.","Netral"
"dijamin Pengiriman-nya bersih.","Positif"
"Gak nyangka Kursi-nya bakal kusam gini.","Negatif"
"rupanya Parkiran-nya lega.","Positif"
"Gak nyangka Sinyal-nya bakal penipuan gini.","Negatif"
"Buat Selimut-nya cukup tenang, gak lebih.","Netral"
"Dinding gagal asli, kecewa.","Negatif"
"Gak nyangka Suasana-nya bakal kuno gini.","Negatif"
"Harga cacat sungguh, kecewa.","Negatif"
"TV di sini elegan jelas!","Positif"
"jelas Sinyal-nya higienis.","Positif"
"Koki cukup aman sih menurutku.","Netral"
"akhirnya Taman-nya worth it.","Positif"
"memang Guling-nya cepat.","Positif"
"Air merugikan rupanya, kecewa.","Negatif"
"Lantai cukup responsif sih menurutku.","Netral"
"Gak nyangka Lobby-nya bakal kusam gini.","Negatif"
"Antrian palsu beneran, kecewa.","Negatif"
"Gym terlalu biasa sih menurutku.","Netral"
"awalnya Odol-nya luar biasa.","Positif"
"Pulsa not bad sih menurutku.","Netral"
"nyata Sampo-nya estetik.","Positif"
"Lampu seperti biasa sih menurutku.","Netral"
"Koki sesuai harga sih menurutku.","Netral"
"Buat Wifi-nya seperti biasa, gak lebih.","Netral"
"Gak nyangka Koki-nya bakal gagal gini.","Negatif"
"Gak nyangka Admin-nya bakal usang gini.","Negatif"
"Gak nyangka Sabun-nya bakal hancur gini.","Negatif"
"dijamin Parkiran-nya sangat memuaskan.","Positif"
"Scanner di sini higienis sungguh!","Positif"
"Musik berkarat sumpah, kecewa.","Negatif"
"Kulkas perlu ditingkatkan sih menurutku.","Netral"
"Pengiriman standar sih menurutku.","Netral"
"Kamera rusak pastinya, kecewa.","Negatif"
"Buat Odol-nya cukup memadai, gak lebih.","Netral"
"Satpam agak kurang sih menurutku.","Netral"
"Gak nyangka Parkiran-nya bakal berisik gini.","Negatif"
"asli Pelayan-nya luar biasa.","Positif"
"Koki biasa saja sih menurutku.","Netral"
"Gym di sini mudah digunakan tentu!","Positif"
"Listrik seram serius, kecewa.","Negatif"
"Pulsa not bad sih menurutku.","Netral"
"Gak nyangka Toilet-nya bakal pengap gini.","Negatif"
"Buat Sikat gigi-nya cukup ramah, gak lebih.","Netral"
"yakin Selimut-nya elegan.","Positif"
"Gak nyangka Kursi-nya bakal penipuan gini.","Negatif"
"Buat Ukuran-nya cukup lengkap, gak lebih.","Netral"
"Musik lumayan sih menurutku.","Netral"
"benar-benar Air-nya mudah digunakan.","Positif"
"Gak nyangka TV-nya bakal mahal gini.","Negatif"
"Buat Shower-nya cukup lengkap, gak lebih.","Netral"
"Ukuran di sini mewah sumpah!","Positif"
"sungguh Gas-nya fotogenik.","Positif"
"Tombol di sini nyaman dijamin!","Positif"
"Hotel rusak sumpah, kecewa.","Negatif"
"Baterai di sini sejuk pastinya!","Positif"
"Kualitas kuno sungguh, kecewa.","Negatif"
"Pengiriman biasa saja sih menurutku.","Netral"
"Kasur parah asli, kecewa.","Negatif"
"Kamar di sini oke punya nyata!","Positif"
"Warna di sini luar biasa tentu!","Positif"
"TV kotor rupanya, kecewa.","Negatif"
"asli Keyboard-nya indah.","Positif"
"Gak nyangka Jendela-nya bakal kotor gini.","Negatif"
"Gak nyangka Aplikasi-nya bakal sangat mengecewakan gini.","Negatif"
"Gak nyangka AC-nya bakal norak gini.","Negatif"
"Wifi di sini terawat ternyata!","Positif"
"Buat Ukuran-nya cukup responsif, gak lebih.","Netral"
"Celana di sini nyaman jelas!","Positif"
"Kualitas lumayan sih menurutku.","Netral"
"Gak nyangka Bahan-nya bakal kuno gini.","Negatif"
"Resepsionis di sini unik yakin!","Positif"
"Buat Guling-nya cukup bersih, gak lebih.","Netral"
"Satpam di sini indah ternyata!","Positif"
"Gak nyangka Tas-nya bakal jorok gini.","Negatif"
"Gak nyangka Kamar mandi-nya bakal gagal gini.","Negatif"
"jelas Kuota-nya instagramable.","Positif"
"Gas di sini mantap benar-benar!","Positif"
"sekali Tiket-nya mudah digunakan.","Positif"
"Kurir pengap ternyata, kecewa.","Negatif"
"Gak nyangka Guling-nya bakal bikin emosi gini.","Negatif"
"Loading panas pastinya, kecewa.","Negatif"
"Tas berdebu dijamin, kecewa.","Negatif"
"Tas cukup nyaman sih menurutku.","Netral"
"Tas penipuan jelas, kecewa.","Negatif"
"Tempat di sini instagramable ternyata!","Positif"
"Sepatu di sini tenang rupanya!","Positif"
"Gak nyangka Resepsionis-nya bakal jadul gini.","Negatif"
"Jendela gagal sekali, kecewa.","Negatif"
"nyata Kuota-nya harum.","Positif"
"sekali Tombol-nya keren banget.","Positif"
"Tangga aneh tentu, kecewa.","Negatif"
"Monitor standar pabrik sih menurutku.","Netral"
"Musik cukup memadai sih menurutku.","Netral"
"tentu Resepsionis-nya aman.","Positif"
